# Completeness = 2999/1142679769
ra_ep2000	dec_ep2000	errHalfMaj	errHalfMin	errPosAng	ra	dec	source_id	ref_epoch	ra_error	dec_error	parallax	parallax_error	pm.ra	pm.ra_error	pm.dec	pm.dec_error	ra_dec_corr	duplicated_source	phot_g_n_obs	phot_g_mean_flux	phot_g_mean_flux_error	phot_g_mean_mag	phot_variable_flag	l	b
249.9130402300	-9.5545874741	0.00073	0.00045	90	249.9130893919	-9.5551956301	4338289875201825920	2015.0	0.285	0.193	23.17	0.34	11.635	0.044	-145.957	0.027	-0.017	0	137	5.56425e+07	6.16197e+04	6.161	NOT_AVAILABLE	7.5691919418	23.6792503314
243.4620945826	-11.8377898019	0.00641	0.00149	90	243.4620945826	-11.8377898019	4342464205455124736	2015.0	6.406	1.491							-0.747	0	106	1.89146e+08	1.70565e+06	4.833	NOT_AVAILABLE	1.3026179393	27.3430078642
241.0919971509	-11.3733419005	0.00059	0.00044	90	241.0919971509	-11.3733419005	4343066192367555200	2015.0	0.586	0.440							-0.149	0	152	1.83605e+08	9.68484e+05	4.865	NOT_AVAILABLE	0.0187880073	29.4239179166
240.1984681570	-8.4113582323	0.00102	0.00042	90	240.1984026717	-8.4114160384	4347852018589647872	2015.0	0.836	0.332	6.70	0.91	-15.547	0.040	-13.873	0.018	-0.066	0	210	9.55485e+07	3.12366e+05	5.574	NOT_AVAILABLE	2.0036834328	32.0000949397
241.4992245470	-6.1397541271	0.00087	0.00039	90	241.4990928240	-6.1397787233	4350236034676679680	2015.0	0.343	0.121	7.78	0.36	-31.432	0.053	-5.903	0.025	-0.131	0	147	6.48900e+07	8.24132e+04	5.994	NOT_AVAILABLE	5.0532174685	32.4087106156
246.9503123870	-8.3717292203	0.00810	0.00210	90	246.9503123870	-8.3717292203	4350816679895257472	2015.0	8.104	2.098							-0.663	0	64	2.06029e+08	2.83924e+06	4.740	NOT_AVAILABLE	6.7396102571	26.7455309884
249.0913051083	-2.3258771284	0.01501	0.00146	90	249.0913051083	-2.3258771284	4358031335894767104	2015.0	15.007	1.456							-0.695	0	66	1.01301e+08	5.92676e+05	5.511	NOT_AVAILABLE	13.7250035444	28.4096816892
245.7477404460	-7.2089390508	0.00086	0.00059	90	245.7476861056	-7.2089192701	4351928457949897216	2015.0	0.318	0.202	3.62	0.40	-12.939	0.053	4.747	0.037	-0.243	0	168	6.09450e+07	9.25705e+04	6.062	NOT_AVAILABLE	7.0043295989	28.3937884137
244.2304235470	-3.9533481592	0.00072	0.00042	90	244.2305859271	-3.9533196793	4356960750871264896	2015.0	0.364	0.202	21.23	0.38	38.878	0.042	6.835	0.024	0.222	0	138	5.90133e+07	1.28997e+05	6.097	NOT_AVAILABLE	9.0330639181	31.5227364620
259.1527459482	-0.4455409681	0.02442	0.00213	90	259.1527459482	-0.4455409681	4368415978406878080	2015.0	24.421	2.132							-0.538	0	55	2.55008e+08	4.23731e+06	4.508	NOT_AVAILABLE	21.1937189905	20.7485839394
259.9981406510	-5.9175072382	0.00067	0.00060	90	259.9983290969	-5.9183112437	4361365428814684800	2015.0	0.309	0.304	21.08	0.34	44.986	0.039	-192.961	0.034	0.486	0	82	6.32390e+07	9.70174e+04	6.022	NOT_AVAILABLE	16.6343485313	17.2715105857
260.7136987720	-2.3881774033	0.00052	0.00039	90	260.7139020148	-2.3886281615	4367026298788236288	2015.0	0.279	0.262	50.61	0.37	48.736	0.029	-108.182	0.019	0.345	0	57	6.05404e+07	6.37370e+04	6.070	NOT_AVAILABLE	20.2155521775	18.4329860517
257.2271657080	-3.8829961340	0.00084	0.00051	90	257.2269392044	-3.8836633327	4365099851340249600	2015.0	0.595	0.346	27.09	0.80	-54.236	0.039	-160.128	0.025	-0.913	0	95	5.67558e+07	5.22202e+04	6.140	NOT_AVAILABLE	16.9818418115	20.6855355640
259.7096033814	-2.8108266637	0.00046	0.00044	90	259.7096033814	-2.8108266637	4366905696105530112	2015.0	0.463	0.442							0.188	0	53	4.05365e+07	2.64267e+04	6.505	NOT_AVAILABLE	19.3015991980	19.0932236577
265.0497576860	-2.1522979230	0.00101	0.00094	-0	265.0497241765	-2.1523347596	4369449553695345408	2015.0	0.720	0.823	5.66	0.94	-8.037	0.040	-8.841	0.039	0.415	0	89	1.59934e+08	1.00338e+06	5.015	NOT_AVAILABLE	22.6381723184	14.7672015614
262.8388938920	2.7245065185	0.00064	0.00056	90	262.8388176797	2.7245861621	4376816934440106368	2015.0	0.488	0.446	9.44	0.70	-18.270	0.027	19.114	0.023	-0.523	0	115	1.20193e+08	4.92306e+05	5.325	NOT_AVAILABLE	26.0285394794	19.0277596847
262.2066256437	0.3307053397	0.00045	0.00042	90	262.2066256437	0.3307053397	4373966828500446720	2015.0	0.446	0.419							-0.206	0	57	1.10308e+08	8.44603e+05	5.418	NOT_AVAILABLE	23.4853850495	18.4531968194
269.0766464480	0.6703525917	0.00026	0.00026	0	269.0766464480	0.6703525917	4371780380910702592	2015.0	0.260	0.263							0.094	0	53	7.66721e+07	2.77846e+05	5.813	NOT_AVAILABLE	27.1570285862	12.5536261153
266.6036717780	1.0443491216	0.00063	0.00057	90	266.6036510923	1.0443482003	4372743209500589312	2015.0	0.242	0.320	2.54	0.34	-4.964	0.038	-0.221	0.031	0.455	0	59	7.41468e+07	1.32374e+05	5.850	NOT_AVAILABLE	26.3119046014	14.9158981133
267.9976562796	-1.2368126398	0.00030	0.00022	0	267.9976562796	-1.2368126398	4370941487897576320	2015.0	0.215	0.299							0.267	0	58	7.10672e+07	5.08927e+04	5.896	NOT_AVAILABLE	24.9127337168	12.6136960899
250.3197294340	1.2454451565	0.00055	0.00035	90	250.3196830904	1.2453788330	4384113946434986240	2015.0	0.245	0.167	4.03	0.33	-11.120	0.033	-15.918	0.021	-0.216	0	125	6.18237e+07	8.29294e+04	6.047	NOT_AVAILABLE	17.9298167772	29.2426218732
251.3736453920	1.0201625239	0.00086	0.00051	90	251.3736322143	1.0201916910	4383869270736512896	2015.0	0.652	0.380	5.52	0.79	-3.162	0.038	7.000	0.023	0.328	0	102	6.16934e+07	1.33266e+05	6.049	NOT_AVAILABLE	18.3208121086	28.2210845647
257.0568244782	-1.0796241257	0.01991	0.00496	90	257.0568244782	-1.0796241257	4379955529033570944	2015.0	19.908	4.963							-0.101	0	39	6.07450e+07	1.73957e+05	6.066	NOT_AVAILABLE	19.4856780842	22.2548689650
251.7906377300	2.0645282345	0.00086	0.00056	90	251.7905902649	2.0644677470	4385499262365681280	2015.0	0.592	0.407	5.49	0.97	-11.384	0.042	-14.517	0.026	-0.628	0	114	6.06494e+07	1.27180e+05	6.068	NOT_AVAILABLE	19.5839199790	28.3868875171
252.5927148900	-2.6543577491	0.00065	0.00061	-0	252.5927285079	-2.6545477507	4378780971442419840	2015.0	0.366	0.507	18.04	0.79	3.265	0.032	-45.600	0.027	-0.224	1	72	5.48370e+07	6.14237e+04	6.177	NOT_AVAILABLE	15.5060907795	25.2759156750
261.6286766722	4.1403883321	0.00085	0.00083	90	261.6286766722	4.1403883321	4389237498820490496	2015.0	0.850	0.829							0.084	0	127	3.77405e+08	9.01564e+06	4.083	NOT_AVAILABLE	26.7661812791	20.7547615464
259.1321507650	1.2105531608	0.00071	0.00062	90	259.1321343455	1.2105008999	4386731917979261440	2015.0	0.547	0.502	3.68	0.78	-3.940	0.030	-12.543	0.024	-0.437	0	133	6.98026e+07	3.99272e+05	5.915	NOT_AVAILABLE	22.7345891865	21.5720329361
257.9384954930	7.8947617375	0.00061	0.00049	90	257.9386296800	7.8948178984	4395236468621556992	2015.0	0.211	0.185	9.06	0.26	31.900	0.038	13.479	0.030	0.164	0	94	6.73512e+07	1.21475e+05	5.954	NOT_AVAILABLE	28.5984661477	25.7272660155
256.3946784940	3.7674820810	0.00080	0.00063	90	256.3946856351	3.7674316230	4391251185648961280	2015.0	0.466	0.367	2.22	0.57	1.710	0.044	-12.110	0.034	0.190	1	103	5.92175e+07	1.46708e+05	6.094	NOT_AVAILABLE	23.7561681808	25.1965844014
259.0594187790	2.1862021705	0.00050	0.00049	90	259.0594656681	2.1861311259	4387422445641391104	2015.0	0.290	0.372	5.06	0.43	11.245	0.027	-17.051	0.021	0.209	1	74	5.78708e+07	2.13612e+05	6.119	NOT_AVAILABLE	23.6193764239	22.1036469759
237.4047213699	-3.4303273843	0.00479	0.00282	90	237.4047213699	-3.4303273843	4402474042566215936	2015.0	4.791	2.815							-0.425	0	249	3.83797e+08	6.45209e+06	4.065	NOT_AVAILABLE	4.5925437502	37.2915811278
236.5234868340	-1.8041904814	0.00085	0.00043	90	236.5233937747	-1.8043188600	4404012907873622912	2015.0	0.690	0.335	6.95	0.83	-22.323	0.033	-30.811	0.018	0.166	0	196	1.08982e+08	5.75781e+05	5.431	NOT_AVAILABLE	5.5311047671	38.9869170648
237.2366542020	-3.8185106183	0.00072	0.00044	90	237.2365284243	-3.8184803785	4402445932005364480	2015.0	0.579	0.342	18.00	0.69	-30.120	0.029	7.258	0.018	0.068	0	290	9.55364e+07	2.73404e+05	5.574	NOT_AVAILABLE	4.0796552481	37.1815667806
237.2200592600	-1.0012722954	0.00096	0.00053	90	237.2198667624	-1.0012706713	4404166255389570432	2015.0	0.692	0.336	3.29	0.40	-46.192	0.045	0.390	0.027	0.770	0	255	6.94422e+07	4.88126e+04	5.921	NOT_AVAILABLE	6.8951646482	38.9201898757
241.7546276310	-3.8778322597	0.00079	0.00043	90	241.7545614713	-3.8779005038	4404647085563971200	2015.0	0.396	0.182	2.78	0.45	-15.842	0.045	-16.379	0.026	-0.131	1	237	6.83479e+07	9.18374e+04	5.938	NOT_AVAILABLE	7.3882022626	33.5686453898
243.4108165320	-1.4751295969	0.00069	0.00050	90	243.4105945961	-1.4751113528	4405625376035523072	2015.0	0.235	0.096	9.62	0.28	-53.247	0.043	4.379	0.033	-0.444	0	406	5.92167e+07	2.30908e+04	6.094	NOT_AVAILABLE	10.8898379364	33.6118294672
242.4224922299	0.8197473529	0.00042	0.00028	90	242.4224922299	0.8197473529	4411435058039400064	2015.0	0.417	0.280							-0.898	0	82	5.78747e+07	1.01631e+05	6.119	NOT_AVAILABLE	12.5342886508	35.7126853726
244.4306577930	1.4967119791	0.00062	0.00046	90	244.4305962241	1.4967034127	4408906181293404032	2015.0	0.248	0.105	4.43	0.35	-14.772	0.038	-2.056	0.030	-0.373	0	431	5.72631e+07	4.81915e+05	6.130	NOT_AVAILABLE	14.5606633908	34.3944432593
233.2414065430	-1.1864014452	0.00070	0.00059	90	233.2413329517	-1.1865763751	4416110078400333952	2015.0	0.545	0.466	11.35	0.71	-17.658	0.029	-41.983	0.024	0.050	0	106	1.37276e+08	7.12222e+05	5.181	NOT_AVAILABLE	3.4838939523	41.9402071083
232.1589673190	1.8419377148	0.00041	0.00039	0	232.1589673190	1.8419377148	4420906457357093888	2015.0	0.391	0.410							-0.030	0	93	1.36206e+08	8.15789e+05	5.189	NOT_AVAILABLE	5.8228698855	44.6693319611
230.1959205750	-2.4133356041	0.00056	0.00049	90	230.1948329135	-2.4140531269	4414849694477068416	2015.0	0.194	0.187	27.18	0.30	-260.807	0.035	-172.205	0.030	0.113	0	92	6.61248e+07	1.54948e+05	5.974	NOT_AVAILABLE	359.5205058781	43.4557889167
236.6099520906	7.3527784125	0.00046	0.00042	90	236.6099520906	7.3527784125	4430238046902057088	2015.0	0.463	0.416							-0.108	0	116	2.51612e+08	3.72894e+06	4.523	NOT_AVAILABLE	15.6956885242	44.1037463974
237.5732380831	2.1963086766	0.00210	0.00113	90	237.5732380831	2.1963086766	4423234230848220160	2015.0	2.098	1.133							-0.456	0	75	1.62511e+08	1.40303e+06	4.998	NOT_AVAILABLE	10.5378500250	40.5011251297
240.9403792460	4.9868320929	0.00049	0.00037	90	240.9402206561	4.9869005063	4425614634866706048	2015.0	0.298	0.210	8.34	0.42	-37.918	0.026	16.419	0.020	0.235	0	201	7.96638e+07	1.44402e+05	5.772	NOT_AVAILABLE	15.9681360440	39.1958119981
236.4146134630	0.8910406119	0.00061	0.00042	90	236.4146564241	0.8910251655	4422654302888721792	2015.0	0.355	0.226	7.00	0.43	10.309	0.033	-3.707	0.024	0.228	0	184	7.12415e+07	6.52885e+04	5.893	NOT_AVAILABLE	8.2534716405	40.6923487743
250.1611982336	4.2197466457	0.00035	0.00031	90	250.1611982336	4.2197466457	4434301979317008384	2015.0	0.352	0.310							0.068	0	117	7.64338e+07	2.31058e+05	5.817	NOT_AVAILABLE	20.8152225082	30.8661233985
246.0451195510	6.9482107122	0.00049	0.00036	90	246.0451300425	6.9482777055	4439556476666646528	2015.0	0.351	0.242	7.99	0.51	2.499	0.023	16.078	0.018	-0.300	0	263	7.26731e+07	1.41382e+05	5.871	NOT_AVAILABLE	21.3017495505	35.7710291008
243.5566947890	5.9018469659	0.00057	0.00043	90	243.5568770232	5.9017606562	4438094366720556288	2015.0	0.307	0.181	8.90	0.45	43.504	0.032	-20.714	0.026	-0.349	0	180	7.13542e+07	1.15645e+05	5.891	NOT_AVAILABLE	18.6606791933	37.4183626836
249.3906684590	5.2775237983	0.00068	0.00040	90	249.3906423770	5.2774690804	4435387025496161024	2015.0	0.275	0.267	4.34	0.39	-6.233	0.042	-13.132	0.020	0.374	0	124	6.10344e+07	6.87319e+04	6.061	NOT_AVAILABLE	21.4621497211	32.0510043435
256.5401893950	9.7338657757	0.00060	0.00044	90	256.5402183494	9.7338838918	4443755889531571456	2015.0	0.298	0.212	4.43	0.37	6.849	0.035	4.348	0.026	0.274	0	116	8.11222e+07	1.33992e+05	5.752	NOT_AVAILABLE	29.7709558157	27.7755913662
252.7628420550	9.8789298964	0.00071	0.00057	90	252.7627899213	9.8789521323	4445826819681172352	2015.0	0.263	0.238	1.63	0.33	-12.327	0.044	5.337	0.034	0.275	0	96	6.90934e+07	8.46300e+04	5.926	NOT_AVAILABLE	28.0651249237	31.1920620910
252.3944082200	13.2611375239	0.00048	0.00047	90	252.3942920979	13.2610307527	4449357110999799808	2015.0	0.319	0.327	10.99	0.42	-27.126	0.024	-25.625	0.023	0.472	0	125	6.65539e+07	1.37863e+05	5.967	NOT_AVAILABLE	31.5066769131	32.9428355171
254.3343710260	6.2113031759	0.00130	0.00065	90	254.3342172345	6.2113061033	4441131114757225856	2015.0	0.203	0.212	4.83	0.27	-36.693	0.086	0.703	0.041	0.161	0	139	6.19151e+07	5.70279e+04	6.045	NOT_AVAILABLE	25.0974952808	28.1545076088
242.2977958727	6.3756266811	0.00031	0.00026	90	242.2977958727	6.3756266811	4450016100717738880	2015.0	0.313	0.258							0.017	0	100	9.10267e+07	3.76360e+05	5.627	NOT_AVAILABLE	18.3900328468	38.7398448733
241.9064126150	9.8917395932	0.00071	0.00065	90	241.9063267701	9.8917047408	4456326434172164864	2015.0	0.558	0.521	9.00	0.90	-20.297	0.030	-8.365	0.026	-0.031	0	190	9.04244e+07	2.82120e+05	5.634	NOT_AVAILABLE	22.1608401237	40.7678278533
243.6760045660	7.8582428307	0.00055	0.00044	90	243.6759324768	7.8582243302	4450604025906315136	2015.0	0.173	0.143	4.73	0.26	-17.139	0.035	-4.440	0.028	-0.130	0	155	5.91227e+07	3.50248e+04	6.095	NOT_AVAILABLE	20.8965060735	38.2696545095
246.4196441480	9.3706015797	0.00054	0.00046	90	246.4197997592	9.3705296570	4452583627871982208	2015.0	0.250	0.161	2.66	0.42	36.848	0.032	-17.261	0.029	-0.274	0	223	5.72553e+07	2.59774e+04	6.130	NOT_AVAILABLE	24.1711030595	36.5711293390
248.1504546268	11.4877132731	0.00331	0.00313	0	248.1504546268	11.4877132731	4459409469071192192	2015.0	3.132	3.308							-0.963	0	93	2.72131e+08	4.59192e+06	4.438	NOT_AVAILABLE	27.4585039897	35.9747114814
246.3539732970	14.0332691055	0.00083	0.00070	90	246.3541440822	14.0330192127	4463697869362489728	2015.0	0.632	0.538	11.86	0.94	39.765	0.036	-59.974	0.030	-0.000	0	177	1.93168e+08	1.66866e+06	4.810	NOT_AVAILABLE	29.4562602471	38.6248396024
246.5474411010	11.4074948307	0.00046	0.00039	90	246.5472363493	11.4075522498	4459738734149118848	2015.0	0.248	0.226	8.15	0.38	-48.170	0.026	13.781	0.021	0.000	0	185	8.13815e+07	1.57633e+05	5.748	NOT_AVAILABLE	26.5272419959	37.3594763670
252.0370186840	13.5902889881	0.00059	0.00046	90	252.0370876613	13.5902053893	4461413908834626048	2015.0	0.211	0.174	3.76	0.33	16.091	0.036	-20.064	0.028	-0.758	1	354	5.98611e+07	3.96601e+04	6.082	NOT_AVAILABLE	31.6987018596	33.3936522047
265.8679594522	4.5679677921	0.00208	0.00207	90	265.8679594522	4.5679677921	4473334470304897024	2015.0	2.076	2.071							0.011	0	71	6.71327e+08	1.17433e+07	3.457	NOT_AVAILABLE	29.2139033717	17.1917525048
270.1613201749	2.9315284571	0.00075	0.00072	90	270.1613201749	2.9315284571	4469314179053607808	2015.0	0.749	0.717							0.154	0	60	2.79942e+08	6.75551e+06	4.407	NOT_AVAILABLE	29.7251920318	12.6324988837
270.4384089400	1.3050071875	0.00090	0.00089	0	270.4384089400	1.3050071875	4467810833126609280	2015.0	0.888	0.897							-0.003	0	58	2.12959e+08	2.21232e+06	4.704	NOT_AVAILABLE	28.3767899461	11.6402944779
272.6679144830	3.3242578027	0.00089	0.00079	-0	272.6679907593	3.3242394493	4469952544339394816	2015.0	0.612	0.724	7.15	0.88	18.276	0.033	-4.405	0.035	0.255	0	51	1.40306e+08	1.27286e+06	5.157	NOT_AVAILABLE	31.2449536223	10.5823808206
268.3085746757	6.1017090226	0.00034	0.00026	0	268.3085746757	6.1017090226	4473968166959087104	2015.0	0.264	0.335							0.138	0	41	8.83893e+07	5.51598e+05	5.659	NOT_AVAILABLE	31.7823843451	15.7120043310
271.8436350161	6.5427246406	0.00081	0.00067	0	271.8436350161	6.5427246406	4474937867495285248	2015.0	0.672	0.811							-0.007	0	40	8.13253e+07	2.33199e+05	5.749	NOT_AVAILABLE	33.8041575536	12.7623938257
276.4116470895	8.0319807501	0.00066	0.00066	0	276.4116470895	8.0319807501	4478420914180566912	2015.0	0.657	0.661							0.218	0	55	1.19576e+08	8.10393e+05	5.331	NOT_AVAILABLE	37.2127240933	9.3622917146
275.6471608750	12.0296812266	0.00071	0.00070	-0	275.6471990989	12.0297443406	4484271690429542656	2015.0	0.532	0.567	7.16	0.62	8.972	0.030	15.147	0.028	0.383	0	60	6.52328e+07	7.45295e+04	5.989	NOT_AVAILABLE	40.5339683334	11.7894900764
275.3683402520	5.4357173653	0.00065	0.00064	90	275.3683336114	5.4356688884	4476663688440516864	2015.0	0.379	0.423	2.12	0.47	-1.587	0.035	-11.634	0.032	0.417	0	74	5.60669e+07	9.25217e+04	6.153	NOT_AVAILABLE	34.3901829966	9.1316276953
273.4091474390	10.8260812378	0.00063	0.00059	-0	273.4090841149	10.8260975728	4482994298432915328	2015.0	0.285	0.320	3.44	0.28	-14.927	0.034	3.920	0.036	0.576	0	64	4.55349e+07	3.64286e+04	6.379	NOT_AVAILABLE	38.4516363682	13.2485873758
278.3470945894	8.2682096369	0.00046	0.00020	0	278.3470945894	8.2682096369	4478967921211113472	2015.0	0.202	0.457							-0.314	0	53	4.37231e+07	6.45679e+04	6.423	NOT_AVAILABLE	38.2875854753	7.7508352395
278.6979167831	10.8920212304	0.00036	0.00036	90	278.6979167831	10.8920212304	4480760571840559488	2015.0	0.360	0.357							0.424	0	72	4.17704e+07	4.80643e+04	6.473	NOT_AVAILABLE	40.8189681533	8.6028344049
275.7044579399	7.2067369580	0.00036	0.00015	0	275.7044579399	7.2067369580	4477516531500056960	2015.0	0.154	0.358							0.074	0	61	3.92949e+07	2.41004e+04	6.539	NOT_AVAILABLE	36.1474555772	9.6238570900
265.3846813650	6.3131568979	0.00060	0.00055	90	265.3846728171	6.3131442630	4485843579733805696	2015.0	0.448	0.433	3.41	0.76	-2.039	0.026	-3.032	0.022	-0.525	0	157	1.02292e+08	2.89625e+05	5.500	NOT_AVAILABLE	30.6227483793	18.4074070240
263.9615967130	12.0469466152	0.00069	0.00059	-0	263.9615729693	12.0469883737	4493663272070823936	2015.0	0.274	0.409	1.66	0.44	-5.573	0.035	10.022	0.037	0.101	0	80	7.07444e+07	6.03562e+04	5.901	NOT_AVAILABLE	35.4889154846	22.1525415739
264.7409675961	13.3294533679	0.00025	0.00022	0	264.7409675961	13.3294533679	4494267866027679360	2015.0	0.216	0.245							0.360	0	104	6.85245e+07	7.30143e+04	5.935	NOT_AVAILABLE	37.0881346920	21.9898657199
261.3281794030	8.9246668726	0.00062	0.00057	90	261.3279632577	8.9244336125	4490591683259424128	2015.0	0.214	0.237	3.15	0.29	-51.247	0.039	-55.982	0.035	0.072	0	92	6.68103e+07	7.70493e+04	5.963	NOT_AVAILABLE	31.2327497795	23.1674926338
267.5384009565	9.8480977801	0.00051	0.00042	0	267.5384009565	9.8480977801	4488786560045324416	2015.0	0.419	0.507							0.139	0	77	5.54618e+07	6.37632e+04	6.165	NOT_AVAILABLE	34.9517271847	18.0402155608
270.2386259440	15.0935523496	0.00062	0.00059	90	270.2383983451	15.0931422089	4501404108812847872	2015.0	0.433	0.406	22.19	0.43	-52.739	0.030	-98.434	0.028	0.484	0	55	6.16192e+07	1.85716e+05	6.050	NOT_AVAILABLE	41.1186470472	17.8477865014
268.5590521800	11.1305431354	0.00076	0.00065	90	268.5587893948	11.1298383240	4495739115667483392	2015.0	0.395	0.344	10.80	0.43	-61.882	0.043	-169.155	0.037	0.188	1	33	6.00295e+07	6.56557e+05	6.079	NOT_AVAILABLE	36.6197892087	17.6812839716
265.8417608580	14.2951694256	0.00082	0.00047	-0	265.8417697630	14.2952889003	4500356446028317312	2015.0	0.313	0.653	8.91	0.87	2.071	0.023	28.674	0.033	-0.443	0	91	5.98417e+07	6.40191e+04	6.082	NOT_AVAILABLE	38.5062812226	21.4073620016
271.8362674140	15.2347078791	0.00064	0.00063	0	271.8362742057	15.2346798726	4498456593015864704	2015.0	0.229	0.269	1.98	0.31	1.573	0.039	-6.722	0.039	-0.089	0	82	5.81230e+07	5.38828e+04	6.114	NOT_AVAILABLE	41.9167525531	16.4997795150
272.5363504965	16.4765367783	0.00121	0.00119	90	272.5363504965	16.4765367783	4499054731633864704	2015.0	1.210	1.191							0.129	1	120	5.66453e+07	2.63213e+05	6.142	NOT_AVAILABLE	43.3856962316	16.3953464961
266.0718633450	14.4100677834	0.00049	0.00045	90	266.0718530717	14.4101305609	4500441108421513856	2015.0	0.328	0.325	7.62	0.49	-2.388	0.024	15.067	0.021	-0.070	0	113	5.56551e+07	7.51318e+04	6.161	NOT_AVAILABLE	38.7159851612	21.2501494696
281.7555774774	18.1819964682	0.00037	0.00027	0	281.7555774774	18.1819964682	4512265806229598080	2015.0	0.267	0.374							0.467	0	354	2.11903e+08	1.58861e+06	4.709	NOT_AVAILABLE	48.7637291045	9.1241089109
281.6723406910	18.7059079132	0.00053	0.00039	-0	281.6724094122	18.7058066157	4512505396677576064	2015.0	0.278	0.397	4.41	0.62	15.622	0.018	-24.311	0.023	0.635	1	317	1.11728e+08	2.58881e+05	5.404	NOT_AVAILABLE	49.2076660012	9.4218326232
284.6955160710	13.9066555319	0.00059	0.00057	-0	284.6955180047	13.9064542552	4506321708923235456	2015.0	0.420	0.467	13.26	0.48	0.450	0.025	-48.306	0.024	0.540	0	79	7.25801e+07	1.87221e+05	5.873	NOT_AVAILABLE	46.1611587280	4.6984201384
279.2877494140	16.1982947787	0.00085	0.00036	-0	279.2878162791	16.1984972564	4510067951199843712	2015.0	0.126	0.677	9.02	0.77	15.411	0.023	48.595	0.034	-0.404	0	68	6.41697e+07	6.37414e+04	6.006	NOT_AVAILABLE	45.9163299835	10.3957626222
282.6897992540	10.9763912448	0.00086	0.00070	90	282.6898342247	10.9764161152	4504166356895169664	2015.0	0.341	0.367	4.03	0.50	8.239	0.053	5.969	0.039	0.552	0	89	6.35168e+07	4.55384e+04	6.018	NOT_AVAILABLE	42.6504860570	5.1295788968
283.0776462710	14.5354957720	0.00084	0.00072	90	283.0776916051	14.5353882793	4507203757769598592	2015.0	0.302	0.346	7.29	0.40	10.532	0.052	-25.798	0.042	0.332	0	106	5.68659e+07	4.92482e+04	6.138	NOT_AVAILABLE	46.0201865879	6.3822366348
283.0080171150	13.9656446388	0.00093	0.00085	0	283.0079964321	13.9656055239	4507040652094489344	2015.0	0.659	0.741	5.08	0.85	-4.817	0.035	-9.388	0.037	0.449	0	89	5.28274e+07	2.63439e+05	6.218	NOT_AVAILABLE	45.4766724152	6.1889774919
284.5614468230	17.3609139321	0.00091	0.00071	-0	284.5614463719	17.3608750626	4514145283910671744	2015.0	0.577	0.744	1.64	0.89	-0.103	0.028	-9.329	0.035	0.667	0	180	1.44522e+08	7.80080e+05	5.125	NOT_AVAILABLE	49.2049637762	6.3632581128
288.8890119920	18.5163525696	0.00060	0.00041	-0	288.8889619271	18.5163941187	4515265961137279744	2015.0	0.222	0.419	4.00	0.54	-11.393	0.023	9.972	0.029	0.192	0	142	1.07632e+08	3.64430e+05	5.445	NOT_AVAILABLE	52.1142047126	3.2196780119
288.8223376730	21.2321174814	0.00066	0.00056	-0	288.8224938544	21.2321486098	4516966768191312000	2015.0	0.458	0.540	11.52	0.82	34.939	0.021	7.471	0.025	0.090	0	128	8.75189e+07	2.95741e+05	5.670	NOT_AVAILABLE	54.5001940254	4.5283123575
288.7612157047	20.2030822351	0.00057	0.00053	0	288.7612157047	20.2030822351	4516458896893722752	2015.0	0.529	0.570							0.051	0	149	8.28327e+07	1.03849e+05	5.729	NOT_AVAILABLE	53.5575874061	4.1054722269
286.6599847410	24.2507902057	0.00055	0.00045	0	286.6602380771	24.2508453964	4521598048601817216	2015.0	0.350	0.425	10.07	0.61	55.435	0.019	13.246	0.023	-0.092	0	207	7.69895e+07	1.93375e+05	5.809	NOT_AVAILABLE	56.3012091323	7.6718025507
286.2191751740	19.1442824138	0.00051	0.00047	0	286.2191662863	19.1443643204	4517828510430222464	2015.0	0.210	0.261	3.58	0.34	-2.015	0.028	19.658	0.030	0.369	0	111	6.86152e+07	6.95782e+04	5.934	NOT_AVAILABLE	51.5175687956	5.7545635274
